time,bidprice,askprice
2023-06-13 10:40:05.649204,25955.11,27254.55
2023-06-13 10:50:22.793780,25937.02,27256.48
2023-06-13 11:00:30.648387,25963.61,27268.98
2023-06-13 07:16:52.058640,25932.31,27230.12
2023-06-13 07:27:05.635347,25892.11,27185.72
2023-06-13 07:37:13.239434,25903.12,27202.62
2023-06-13 07:47:23.488465,25921.51,27224.78
2023-06-13 07:57:32.188826,25923.61,27223.58
2023-06-13 08:07:41.950200,25928.41,27230.01
2023-06-13 08:17:55.289195,25909.91,27210.99
2023-06-13 08:28:02.796093,25920.51,27223.10
2023-06-13 08:38:11.104625,25911.01,27210.50
2023-06-13 08:48:19.386629,25878.41,27177.37
2023-06-13 08:58:29.404060,25893.23,27196.78
2023-06-13 09:08:38.824721,25886.93,27187.72
2023-06-13 09:18:50.093260,25986.70,27298.07
2023-06-13 09:28:59.459385,25950.41,27256.28
2023-06-13 09:39:07.048023,25937.92,27237.06
2023-06-13 09:49:17.007745,25908.13,27212.37
2023-06-13 09:59:27.370001,25859.64,27156.07
2023-06-13 10:09:37.288183,25868.94,27162.55
2023-06-13 10:19:45.535716,25902.83,27203.95
2023-06-13 10:29:55.459989,25983.80,27292.61
2023-06-13 10:40:05.649204,25955.11,27254.55
2023-06-13 10:50:22.793780,25937.02,27256.48
2023-06-13 11:00:30.648387,25963.61,27268.98
2023-06-13 11:10:38.882477,25937.72,27247.40
2023-06-13 11:20:48.974079,25953.01,27259.20
2023-06-13 11:31:06.711528,25982.40,27287.07
2023-06-13 11:41:16.810809,26100.76,27406.49
2023-06-13 11:51:25.158631,26074.67,27387.17
2023-06-13 07:16:52.058640,25932.31,27230.12
2023-06-13 07:27:05.635347,25892.11,27185.72
2023-06-13 07:37:13.239434,25903.12,27202.62
2023-06-13 07:47:23.488465,25921.51,27224.78
2023-06-13 07:57:32.188826,25923.61,27223.58
2023-06-13 08:07:41.950200,25928.41,27230.01
2023-06-13 08:17:55.289195,25909.91,27210.99
2023-06-13 08:28:02.796093,25920.51,27223.10
2023-06-13 08:38:11.104625,25911.01,27210.50
2023-06-13 08:48:19.386629,25878.41,27177.37
2023-06-13 08:58:29.404060,25893.23,27196.78
2023-06-13 09:08:38.824721,25886.93,27187.72
2023-06-13 09:18:50.093260,25986.70,27298.07
2023-06-13 09:28:59.459385,25950.41,27256.28
2023-06-13 09:39:07.048023,25937.92,27237.06
2023-06-13 09:49:17.007745,25908.13,27212.37
2023-06-13 09:59:27.370001,25859.64,27156.07
2023-06-13 10:09:37.288183,25868.94,27162.55
2023-06-13 10:19:45.535716,25902.83,27203.95
2023-06-13 10:29:55.459989,25983.80,27292.61
2023-06-13 10:40:05.649204,25955.11,27254.55
2023-06-13 10:50:22.793780,25937.02,27256.48
2023-06-13 11:00:30.648387,25963.61,27268.98
2023-06-13 11:10:38.882477,25937.72,27247.40
2023-06-13 11:20:48.974079,25953.01,27259.20
2023-06-13 11:31:06.711528,25982.40,27287.07
2023-06-13 11:41:16.810809,26100.76,27406.49
2023-06-13 11:51:25.158631,26074.67,27387.17
2023-06-13 12:01:58.564754,26099.46,27413.64
2023-06-13 12:12:09.684780,26104.87,25904.83
2023-06-13 07:16:52.058640,25932.31,27230.12
2023-06-13 07:27:05.635347,25892.11,27185.72
2023-06-13 07:37:13.239434,25903.12,27202.62
2023-06-13 07:47:23.488465,25921.51,27224.78
2023-06-13 07:57:32.188826,25923.61,27223.58
2023-06-13 08:07:41.950200,25928.41,27230.01
2023-06-13 08:17:55.289195,25909.91,27210.99
2023-06-13 08:28:02.796093,25920.51,27223.10
2023-06-13 08:38:11.104625,25911.01,27210.50
2023-06-13 08:48:19.386629,25878.41,27177.37
2023-06-13 08:58:29.404060,25893.23,27196.78
2023-06-13 09:08:38.824721,25886.93,27187.72
2023-06-13 09:18:50.093260,25986.70,27298.07
2023-06-13 09:28:59.459385,25950.41,27256.28
2023-06-13 09:39:07.048023,25937.92,27237.06
2023-06-13 09:49:17.007745,25908.13,27212.37
2023-06-13 09:59:27.370001,25859.64,27156.07
2023-06-13 10:09:37.288183,25868.94,27162.55
2023-06-13 10:19:45.535716,25902.83,27203.95
2023-06-13 10:29:55.459989,25983.80,27292.61
2023-06-13 10:40:05.649204,25955.11,27254.55
2023-06-13 10:50:22.793780,25937.02,27256.48
2023-06-13 11:00:30.648387,25963.61,27268.98
2023-06-13 11:10:38.882477,25937.72,27247.40
2023-06-13 11:20:48.974079,25953.01,27259.20
2023-06-13 11:31:06.711528,25982.40,27287.07
2023-06-13 11:41:16.810809,26100.76,27406.49
2023-06-13 11:51:25.158631,26074.67,27387.17
2023-06-13 12:01:58.564754,26099.46,27413.64
2023-06-13 12:12:09.684780,26104.87,25904.83
2023-06-13 12:22:17.198798,26093.57,25890.73
2023-06-13 12:32:25.686384,26102.77,25898.87
2023-06-13 12:42:33.623020,26085.37,25880.93
2023-06-13 12:52:49.441637,26072.28,25870.88
2023-06-13 13:02:57.684966,26056.18,25840.58
2023-06-13 07:16:52.058640,25932.31,27230.12
2023-06-13 07:27:05.635347,25892.11,27185.72
2023-06-13 07:37:13.239434,25903.12,27202.62
2023-06-13 07:47:23.488465,25921.51,27224.78
2023-06-13 07:57:32.188826,25923.61,27223.58
2023-06-13 08:07:41.950200,25928.41,27230.01
2023-06-13 08:17:55.289195,25909.91,27210.99
2023-06-13 08:28:02.796093,25920.51,27223.10
2023-06-13 08:38:11.104625,25911.01,27210.50
2023-06-13 08:48:19.386629,25878.41,27177.37
2023-06-13 08:58:29.404060,25893.23,27196.78
2023-06-13 09:08:38.824721,25886.93,27187.72
2023-06-13 09:18:50.093260,25986.70,27298.07
2023-06-13 09:28:59.459385,25950.41,27256.28
2023-06-13 09:39:07.048023,25937.92,27237.06
2023-06-13 09:49:17.007745,25908.13,27212.37
2023-06-13 09:59:27.370001,25859.64,27156.07
2023-06-13 10:09:37.288183,25868.94,27162.55
2023-06-13 10:19:45.535716,25902.83,27203.95
2023-06-13 10:29:55.459989,25983.80,27292.61
2023-06-13 10:40:05.649204,25955.11,27254.55
2023-06-13 10:50:22.793780,25937.02,27256.48
2023-06-13 11:00:30.648387,25963.61,27268.98
2023-06-13 11:10:38.882477,25937.72,27247.40
2023-06-13 11:20:48.974079,25953.01,27259.20
2023-06-13 11:31:06.711528,25982.40,27287.07
2023-06-13 11:41:16.810809,26100.76,27406.49
2023-06-13 11:51:25.158631,26074.67,27387.17
2023-06-13 12:01:58.564754,26099.46,27413.64
2023-06-13 12:12:09.684780,26104.87,25904.83
2023-06-13 12:22:17.198798,26093.57,25890.73
2023-06-13 12:32:25.686384,26102.77,25898.87
2023-06-13 12:42:33.623020,26085.37,25880.93
2023-06-13 12:52:49.441637,26072.28,25870.88
2023-06-13 13:02:57.684966,26056.18,25840.58
2023-06-13 13:13:09.402183,26017.89,25813.82
2023-06-13 13:23:17.281831,25992.60,25795.20
2023-06-13 13:33:25.645806,25991.70,25793.67
2023-06-13 13:43:37.371567,26036.19,25832.19
2023-06-13 07:16:52.058640,25932.31,27230.12
2023-06-13 07:27:05.635347,25892.11,27185.72
2023-06-13 07:37:13.239434,25903.12,27202.62
2023-06-13 07:47:23.488465,25921.51,27224.78
2023-06-13 07:57:32.188826,25923.61,27223.58
2023-06-13 08:07:41.950200,25928.41,27230.01
2023-06-13 08:17:55.289195,25909.91,27210.99
2023-06-13 08:28:02.796093,25920.51,27223.10
2023-06-13 08:38:11.104625,25911.01,27210.50
2023-06-13 08:48:19.386629,25878.41,27177.37
2023-06-13 08:58:29.404060,25893.23,27196.78
2023-06-13 09:08:38.824721,25886.93,27187.72
2023-06-13 09:18:50.093260,25986.70,27298.07
2023-06-13 09:28:59.459385,25950.41,27256.28
2023-06-13 09:39:07.048023,25937.92,27237.06
2023-06-13 09:49:17.007745,25908.13,27212.37
2023-06-13 09:59:27.370001,25859.64,27156.07
2023-06-13 10:09:37.288183,25868.94,27162.55
2023-06-13 10:19:45.535716,25902.83,27203.95
2023-06-13 10:29:55.459989,25983.80,27292.61
2023-06-13 10:40:05.649204,25955.11,27254.55
2023-06-13 10:50:22.793780,25937.02,27256.48
2023-06-13 11:00:30.648387,25963.61,27268.98
2023-06-13 11:10:38.882477,25937.72,27247.40
2023-06-13 11:20:48.974079,25953.01,27259.20
2023-06-13 11:31:06.711528,25982.40,27287.07
2023-06-13 11:41:16.810809,26100.76,27406.49
2023-06-13 11:51:25.158631,26074.67,27387.17
2023-06-13 12:01:58.564754,26099.46,27413.64
2023-06-13 12:12:09.684780,26104.87,25904.83
2023-06-13 12:22:17.198798,26093.57,25890.73
2023-06-13 12:32:25.686384,26102.77,25898.87
2023-06-13 12:42:33.623020,26085.37,25880.93
2023-06-13 12:52:49.441637,26072.28,25870.88
2023-06-13 13:02:57.684966,26056.18,25840.58
2023-06-13 13:13:09.402183,26017.89,25813.82
2023-06-13 13:23:17.281831,25992.60,25795.20
2023-06-13 13:33:25.645806,25991.70,25793.67
2023-06-13 13:43:37.371567,26036.19,25832.19
2023-06-13 13:53:45.182376,26044.68,25840.87
2023-06-13 14:03:53.363799,26045.38,25842.59
2023-06-13 14:14:03.592552,26089.87,25894.76
2023-06-13 14:24:14.766803,26096.57,25892.01
2023-06-13 14:34:22.351856,26043.98,25846.71
2023-06-13 14:44:32.358696,26059.58,25854.92
2023-06-13 07:16:52.058640,25932.31,27230.12
2023-06-13 07:27:05.635347,25892.11,27185.72
2023-06-13 07:37:13.239434,25903.12,27202.62
2023-06-13 07:47:23.488465,25921.51,27224.78
2023-06-13 07:57:32.188826,25923.61,27223.58
2023-06-13 08:07:41.950200,25928.41,27230.01
2023-06-13 08:17:55.289195,25909.91,27210.99
2023-06-13 08:28:02.796093,25920.51,27223.10
2023-06-13 08:38:11.104625,25911.01,27210.50
2023-06-13 08:48:19.386629,25878.41,27177.37
2023-06-13 08:58:29.404060,25893.23,27196.78
2023-06-13 09:08:38.824721,25886.93,27187.72
2023-06-13 09:18:50.093260,25986.70,27298.07
2023-06-13 09:28:59.459385,25950.41,27256.28
2023-06-13 09:39:07.048023,25937.92,27237.06
2023-06-13 09:49:17.007745,25908.13,27212.37
2023-06-13 09:59:27.370001,25859.64,27156.07
2023-06-13 10:09:37.288183,25868.94,27162.55
2023-06-13 10:19:45.535716,25902.83,27203.95
2023-06-13 10:29:55.459989,25983.80,27292.61
2023-06-13 10:40:05.649204,25955.11,27254.55
2023-06-13 10:50:22.793780,25937.02,27256.48
2023-06-13 11:00:30.648387,25963.61,27268.98
2023-06-13 11:10:38.882477,25937.72,27247.40
2023-06-13 11:20:48.974079,25953.01,27259.20
2023-06-13 11:31:06.711528,25982.40,27287.07
2023-06-13 11:41:16.810809,26100.76,27406.49
2023-06-13 11:51:25.158631,26074.67,27387.17
2023-06-13 12:01:58.564754,26099.46,27413.64
2023-06-13 12:12:09.684780,26104.87,25904.83
2023-06-13 12:22:17.198798,26093.57,25890.73
2023-06-13 12:32:25.686384,26102.77,25898.87
2023-06-13 12:42:33.623020,26085.37,25880.93
2023-06-13 12:52:49.441637,26072.28,25870.88
2023-06-13 13:02:57.684966,26056.18,25840.58
2023-06-13 13:13:09.402183,26017.89,25813.82
2023-06-13 13:23:17.281831,25992.60,25795.20
2023-06-13 13:33:25.645806,25991.70,25793.67
2023-06-13 13:43:37.371567,26036.19,25832.19
2023-06-13 13:53:45.182376,26044.68,25840.87
2023-06-13 14:03:53.363799,26045.38,25842.59
2023-06-13 14:14:03.592552,26089.87,25894.76
2023-06-13 14:24:14.766803,26096.57,25892.01
2023-06-13 14:34:22.351856,26043.98,25846.71
2023-06-13 14:44:32.358696,26059.58,25854.92
2023-06-13 14:54:50.391089,26082.38,25881.12
2023-06-13 15:04:58.600443,26087.39,25881.78
2023-06-13 15:15:06.859253,26095.89,25888.60
2023-06-13 15:25:23.114990,26100.89,25893.18
2023-06-13 07:16:52.058640,25932.31,27230.12
2023-06-13 07:27:05.635347,25892.11,27185.72
2023-06-13 07:37:13.239434,25903.12,27202.62
2023-06-13 07:47:23.488465,25921.51,27224.78
2023-06-13 07:57:32.188826,25923.61,27223.58
2023-06-13 08:07:41.950200,25928.41,27230.01
2023-06-13 08:17:55.289195,25909.91,27210.99
2023-06-13 08:28:02.796093,25920.51,27223.10
2023-06-13 08:38:11.104625,25911.01,27210.50
2023-06-13 08:48:19.386629,25878.41,27177.37
2023-06-13 08:58:29.404060,25893.23,27196.78
2023-06-13 09:08:38.824721,25886.93,27187.72
2023-06-13 09:18:50.093260,25986.70,27298.07
2023-06-13 09:28:59.459385,25950.41,27256.28
2023-06-13 09:39:07.048023,25937.92,27237.06
2023-06-13 09:49:17.007745,25908.13,27212.37
2023-06-13 09:59:27.370001,25859.64,27156.07
2023-06-13 10:09:37.288183,25868.94,27162.55
2023-06-13 10:19:45.535716,25902.83,27203.95
2023-06-13 10:29:55.459989,25983.80,27292.61
2023-06-13 10:40:05.649204,25955.11,27254.55
2023-06-13 10:50:22.793780,25937.02,27256.48
2023-06-13 11:00:30.648387,25963.61,27268.98
2023-06-13 11:10:38.882477,25937.72,27247.40
2023-06-13 11:20:48.974079,25953.01,27259.20
2023-06-13 11:31:06.711528,25982.40,27287.07
2023-06-13 11:41:16.810809,26100.76,27406.49
2023-06-13 11:51:25.158631,26074.67,27387.17
2023-06-13 12:01:58.564754,26099.46,27413.64
2023-06-13 12:12:09.684780,26104.87,25904.83
2023-06-13 12:22:17.198798,26093.57,25890.73
2023-06-13 12:32:25.686384,26102.77,25898.87
2023-06-13 12:42:33.623020,26085.37,25880.93
2023-06-13 12:52:49.441637,26072.28,25870.88
2023-06-13 13:02:57.684966,26056.18,25840.58
2023-06-13 13:13:09.402183,26017.89,25813.82
2023-06-13 13:23:17.281831,25992.60,25795.20
2023-06-13 13:33:25.645806,25991.70,25793.67
2023-06-13 13:43:37.371567,26036.19,25832.19
2023-06-13 13:53:45.182376,26044.68,25840.87
2023-06-13 14:03:53.363799,26045.38,25842.59
2023-06-13 14:14:03.592552,26089.87,25894.76
2023-06-13 14:24:14.766803,26096.57,25892.01
2023-06-13 14:34:22.351856,26043.98,25846.71
2023-06-13 14:44:32.358696,26059.58,25854.92
2023-06-13 14:54:50.391089,26082.38,25881.12
2023-06-13 15:04:58.600443,26087.39,25881.78
2023-06-13 15:15:06.859253,26095.89,25888.60
2023-06-13 15:25:23.114990,26100.89,25893.18
2023-06-13 15:35:31.469440,26106.58,25902.78
2023-06-13 15:45:39.543496,26082.49,25874.37
2023-06-13 15:55:48.099246,26071.08,25868.17
2023-06-13 16:06:05.286913,26096.18,26096.18
2023-06-13 16:16:13.712443,26097.49,25893.87
2023-06-13 07:16:52.058640,25932.31,27230.12
2023-06-13 07:27:05.635347,25892.11,27185.72
2023-06-13 07:37:13.239434,25903.12,27202.62
2023-06-13 07:47:23.488465,25921.51,27224.78
2023-06-13 07:57:32.188826,25923.61,27223.58
2023-06-13 08:07:41.950200,25928.41,27230.01
2023-06-13 08:17:55.289195,25909.91,27210.99
2023-06-13 08:28:02.796093,25920.51,27223.10
2023-06-13 08:38:11.104625,25911.01,27210.50
2023-06-13 08:48:19.386629,25878.41,27177.37
2023-06-13 08:58:29.404060,25893.23,27196.78
2023-06-13 09:08:38.824721,25886.93,27187.72
2023-06-13 09:18:50.093260,25986.70,27298.07
2023-06-13 09:28:59.459385,25950.41,27256.28
2023-06-13 09:39:07.048023,25937.92,27237.06
2023-06-13 09:49:17.007745,25908.13,27212.37
2023-06-13 09:59:27.370001,25859.64,27156.07
2023-06-13 10:09:37.288183,25868.94,27162.55
2023-06-13 10:19:45.535716,25902.83,27203.95
2023-06-13 10:29:55.459989,25983.80,27292.61
2023-06-13 10:40:05.649204,25955.11,27254.55
2023-06-13 10:50:22.793780,25937.02,27256.48
2023-06-13 11:00:30.648387,25963.61,27268.98
2023-06-13 11:10:38.882477,25937.72,27247.40
2023-06-13 11:20:48.974079,25953.01,27259.20
2023-06-13 11:31:06.711528,25982.40,27287.07
2023-06-13 11:41:16.810809,26100.76,27406.49
2023-06-13 11:51:25.158631,26074.67,27387.17
2023-06-13 12:01:58.564754,26099.46,27413.64
2023-06-13 12:12:09.684780,26104.87,25904.83
2023-06-13 12:22:17.198798,26093.57,25890.73
2023-06-13 12:32:25.686384,26102.77,25898.87
2023-06-13 12:42:33.623020,26085.37,25880.93
2023-06-13 12:52:49.441637,26072.28,25870.88
2023-06-13 13:02:57.684966,26056.18,25840.58
2023-06-13 13:13:09.402183,26017.89,25813.82
2023-06-13 13:23:17.281831,25992.60,25795.20
2023-06-13 13:33:25.645806,25991.70,25793.67
2023-06-13 13:43:37.371567,26036.19,25832.19
2023-06-13 13:53:45.182376,26044.68,25840.87
2023-06-13 14:03:53.363799,26045.38,25842.59
2023-06-13 14:14:03.592552,26089.87,25894.76
2023-06-13 14:24:14.766803,26096.57,25892.01
2023-06-13 14:34:22.351856,26043.98,25846.71
2023-06-13 14:44:32.358696,26059.58,25854.92
2023-06-13 14:54:50.391089,26082.38,25881.12
2023-06-13 15:04:58.600443,26087.39,25881.78
2023-06-13 15:15:06.859253,26095.89,25888.60
2023-06-13 15:25:23.114990,26100.89,25893.18
2023-06-13 15:35:31.469440,26106.58,25902.78
2023-06-13 15:45:39.543496,26082.49,25874.37
2023-06-13 15:55:48.099246,26071.08,25868.17
2023-06-13 16:06:05.286913,26096.18,26096.18
2023-06-13 16:16:13.712443,26097.49,25893.87
2023-06-13 16:26:21.916751,26087.68,25884.96
2023-06-13 16:36:47.354291,26106.89,25900.48
2023-06-13 16:46:55.741233,26101.69,25897.48
2023-06-13 16:57:03.831003,26071.69,25864.50
2023-06-13 07:16:52.058640,25932.31,27230.12
2023-06-13 07:27:05.635347,25892.11,27185.72
2023-06-13 07:37:13.239434,25903.12,27202.62
2023-06-13 07:47:23.488465,25921.51,27224.78
2023-06-13 07:57:32.188826,25923.61,27223.58
2023-06-13 08:07:41.950200,25928.41,27230.01
2023-06-13 08:17:55.289195,25909.91,27210.99
2023-06-13 08:28:02.796093,25920.51,27223.10
2023-06-13 08:38:11.104625,25911.01,27210.50
2023-06-13 08:48:19.386629,25878.41,27177.37
2023-06-13 08:58:29.404060,25893.23,27196.78
2023-06-13 09:08:38.824721,25886.93,27187.72
2023-06-13 09:18:50.093260,25986.70,27298.07
2023-06-13 09:28:59.459385,25950.41,27256.28
2023-06-13 09:39:07.048023,25937.92,27237.06
2023-06-13 09:49:17.007745,25908.13,27212.37
2023-06-13 09:59:27.370001,25859.64,27156.07
2023-06-13 10:09:37.288183,25868.94,27162.55
2023-06-13 10:19:45.535716,25902.83,27203.95
2023-06-13 10:29:55.459989,25983.80,27292.61
2023-06-13 10:40:05.649204,25955.11,27254.55
2023-06-13 10:50:22.793780,25937.02,27256.48
2023-06-13 11:00:30.648387,25963.61,27268.98
2023-06-13 11:10:38.882477,25937.72,27247.40
2023-06-13 11:20:48.974079,25953.01,27259.20
2023-06-13 11:31:06.711528,25982.40,27287.07
2023-06-13 11:41:16.810809,26100.76,27406.49
2023-06-13 11:51:25.158631,26074.67,27387.17
2023-06-13 12:01:58.564754,26099.46,27413.64
2023-06-13 12:12:09.684780,26104.87,25904.83
2023-06-13 12:22:17.198798,26093.57,25890.73
2023-06-13 12:32:25.686384,26102.77,25898.87
2023-06-13 12:42:33.623020,26085.37,25880.93
2023-06-13 12:52:49.441637,26072.28,25870.88
2023-06-13 13:02:57.684966,26056.18,25840.58
2023-06-13 13:13:09.402183,26017.89,25813.82
2023-06-13 13:23:17.281831,25992.60,25795.20
2023-06-13 13:33:25.645806,25991.70,25793.67
2023-06-13 13:43:37.371567,26036.19,25832.19
2023-06-13 13:53:45.182376,26044.68,25840.87
2023-06-13 14:03:53.363799,26045.38,25842.59
2023-06-13 14:14:03.592552,26089.87,25894.76
2023-06-13 14:24:14.766803,26096.57,25892.01
2023-06-13 14:34:22.351856,26043.98,25846.71
2023-06-13 14:44:32.358696,26059.58,25854.92
2023-06-13 14:54:50.391089,26082.38,25881.12
2023-06-13 15:04:58.600443,26087.39,25881.78
2023-06-13 15:15:06.859253,26095.89,25888.60
2023-06-13 15:25:23.114990,26100.89,25893.18
2023-06-13 15:35:31.469440,26106.58,25902.78
2023-06-13 15:45:39.543496,26082.49,25874.37
2023-06-13 15:55:48.099246,26071.08,25868.17
2023-06-13 16:06:05.286913,26096.18,26096.18
2023-06-13 16:16:13.712443,26097.49,25893.87
2023-06-13 16:26:21.916751,26087.68,25884.96
2023-06-13 16:36:47.354291,26106.89,25900.48
2023-06-13 16:46:55.741233,26101.69,25897.48
2023-06-13 16:57:03.831003,26071.69,25864.50
2023-06-13 17:07:13.018004,26061.19,25856.11
2023-06-13 17:17:24.083151,26091.19,25877.10
2023-06-13 17:27:35.552053,26124.79,25919.28
2023-06-13 17:37:43.278247,26130.19,25925.96
2023-06-13 07:16:52.058640,25932.31,27230.12
2023-06-13 07:27:05.635347,25892.11,27185.72
2023-06-13 07:37:13.239434,25903.12,27202.62
2023-06-13 07:47:23.488465,25921.51,27224.78
2023-06-13 07:57:32.188826,25923.61,27223.58
2023-06-13 08:07:41.950200,25928.41,27230.01
2023-06-13 08:17:55.289195,25909.91,27210.99
2023-06-13 08:28:02.796093,25920.51,27223.10
2023-06-13 08:38:11.104625,25911.01,27210.50
2023-06-13 08:48:19.386629,25878.41,27177.37
2023-06-13 08:58:29.404060,25893.23,27196.78
2023-06-13 09:08:38.824721,25886.93,27187.72
2023-06-13 09:18:50.093260,25986.70,27298.07
2023-06-13 09:28:59.459385,25950.41,27256.28
2023-06-13 09:39:07.048023,25937.92,27237.06
2023-06-13 09:49:17.007745,25908.13,27212.37
2023-06-13 09:59:27.370001,25859.64,27156.07
2023-06-13 10:09:37.288183,25868.94,27162.55
2023-06-13 10:19:45.535716,25902.83,27203.95
2023-06-13 10:29:55.459989,25983.80,27292.61
2023-06-13 10:40:05.649204,25955.11,27254.55
2023-06-13 10:50:22.793780,25937.02,27256.48
2023-06-13 11:00:30.648387,25963.61,27268.98
2023-06-13 11:10:38.882477,25937.72,27247.40
2023-06-13 11:20:48.974079,25953.01,27259.20
2023-06-13 11:31:06.711528,25982.40,27287.07
2023-06-13 11:41:16.810809,26100.76,27406.49
2023-06-13 11:51:25.158631,26074.67,27387.17
2023-06-13 12:01:58.564754,26099.46,27413.64
2023-06-13 12:12:09.684780,26104.87,25904.83
2023-06-13 12:22:17.198798,26093.57,25890.73
2023-06-13 12:32:25.686384,26102.77,25898.87
2023-06-13 12:42:33.623020,26085.37,25880.93
2023-06-13 12:52:49.441637,26072.28,25870.88
2023-06-13 13:02:57.684966,26056.18,25840.58
2023-06-13 13:13:09.402183,26017.89,25813.82
2023-06-13 13:23:17.281831,25992.60,25795.20
